id,comuna,sexo,edad,P1,P1_other,P2_1,P2_2,P2_3,P2_4,P2_5,P2_6,P3a,P3b,P4_1,P4_2,P4_3,P4_4,P4_5,P4_6,P4_7,P4_8,P4_9,P4_10,P4_11,P5_1,P5_2,P5_3,P5_4,P5_5,P5_6,P6,P7a,P7b,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9_1,P9_2,P9_3,P9_4,P10,P11a,P11b,P12,P13,P14,P15_1,P15_2,P15_3,P15_4,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P17_7,P17_8,P17_9,eduentre,trabajo,estudio,edujefe,ocujefe,bienes_1,bienes_2,bienes_3,bienes_4,bienes_5,bienes_6,bienes_7,bienes_8,bienes_9,bienes_10,nedad,CUOTA,REGION,regiones,zonas,NSE,TNSE,NSE2,POND
334,Cerro Navia,Hombre,22,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Algo violento,Problemas psicológicos,El machismo de la sociedad chilena,Algo aceptable,Bastante aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,No sabe,Acuerdo,Acuerdo,Acuerdo,Desacuerdo,No,Noticias,No sabe,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por el lazo emocional con la persona agresora,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,No responde,Un problema privado que debe ser solucionado por la pareja,Sí conoce,Sí,No,No,No,Frecuente,Frecuente,Poco frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Poco frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Universitaria completa,No,No,Media completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,H 20-24,13,Santiago,RM,D,Bajo,D+E,1.870743815
335,Alto Hospicio,Hombre,16,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Nada violento,Algo violento,Infidelidad,Problemas psicológicos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Acuerdo,Desacuerdo,No,Ninguno,No sabe,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Tratarías de mantener la relación,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,No,No,Poco frecuente,Muy frecuente,Poco frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Media completa,No,No,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,1,Regiones,Norte,ABC1,Alto,ABC1,0.397040916
336,Victoria,Hombre,16,Violencia,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Algo violento,Celos,Historia de violencia en la familia,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Desacuerdo,No,Noticias,No sabe,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías apoyo psicológico o de expertos en el tema,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Muy frecuente,Muy frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Poco frecuente,Muy frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Media incompleta,No,Si,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,9,Regiones,Sur,ABC1,Alto,ABC1,0.689552454
337,Punta Arenas,Hombre,18,Falta de educación de calidad,empty,Muy violento,Algo violento,Muy violento,Muy violento,Algo violento,Muy violento,Celos,El machismo de la sociedad chilena,Bastante aceptable,Algo aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Algo aceptable,Algo aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Bastante aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Sí,Teleseries,Programas de farándula,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por vergüenza,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Muy frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Universitaria completa,No,Si,Tecnica superior completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,12,Regiones,Sur,C2,Alto,C2,0.171823137
338,Concepción,Mujer,27,Violencia,empty,Algo violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Historia de violencia en la familia,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Acuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,Sí,Teleseries,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,No es para denunciar a Carabineros,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías apoyo psicológico o de expertos en el tema,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,Sí,Sí,Poco frecuente,Muy frecuente,Muy frecuente,Nada frecuente,Muy frecuente,Frecuente,Muy frecuente,Muy frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Postgrado magister doctorado,Si,No,Postgrado magister doctorado,Alto ejecutivo gerente general de empresa grande director o dueño de empresa mediana y grande,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,8,Regiones,Sur,ABC1,Alto,ABC1,2.350729277
339,El Bosque,Mujer,17,Drogadicción,empty,Algo violento,Muy violento,Muy violento,Muy violento,Poco violento,Algo violento,Celos,Problemas psicológicos,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,No,Teleseries,Programas de reportajes,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,Sí,No,Frecuente,Muy frecuente,Muy frecuente,Muy frecuente,Muy frecuente,Frecuente,Muy frecuente,Muy frecuente,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Media incompleta,No,Si,Media completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,13,Santiago,RM,C3,Medio,C3,0.703643141
340,Nueva Imperial,Mujer,17,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Poco violento,Celos,Problemas psicológicos,Algo aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Bastante aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,No,Noticias,Teleseries,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí,Por miedo,Por el lazo emocional con la persona agresora,Denunciarías en carabineros,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,Muy frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Media completa,No,No,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,9,Regiones,Sur,C3,Medio,C3,0.631160672
341,Coyhaique,Hombre,16,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,El machismo de la sociedad chilena,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,No sabe,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,No sabe,No responde,Desacuerdo,No responde,No responde,Desacuerdo,Desacuerdo,No responde,Programas juveniles,Programas de farándula,No responde,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No responde,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí,Por miedo,Por vergüenza,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Poco frecuente,Muy frecuente,Muy frecuente,Muy frecuente,Frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Media incompleta,No,Si,Media completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,11,Regiones,Sur,C3,Medio,C3,0.186129112
342,La Pintana,Mujer,27,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,Historia de violencia en la familia,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Bastante aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,No,Teleseries,Programas juveniles,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,No,No,Nada frecuente,Frecuente,Nada frecuente,Nada frecuente,Nada frecuente,Poco frecuente,Nada frecuente,Nada frecuente,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Media completa,Si,No,Media completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,13,Santiago,RM,C3,Medio,C3,0.863617275
343,Punta Arenas,Hombre,21,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Poco violento,Poco violento,Alcohol y drogas,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,No,Programas de reportajes,Programas de farándula,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Frecuente,Muy frecuente,Poco frecuente,Poco frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Media incompleta,No,Si,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,20-24,H 20-24,12,Regiones,Sur,ABC1,Alto,ABC1,0.356274256
344,Aisén,Hombre,27,Falta de educación de calidad,empty,Algo violento,Muy violento,Muy violento,Muy violento,Poco violento,Poco violento,Problemas psicológicos,El machismo de la sociedad chilena,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Acuerdo,Desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Desacuerdo,Ni de acuerdo ni en desacuerdo,Sí,Noticias,Programas de reportajes,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por vergüenza,No responde,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Frecuente,Frecuente,Poco frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Frecuente,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,Sí le ha pasado,Universitaria incompleta (1 a 3 años de estudio),Si,Si,Media completa,Empleado administrativo medio y bajo vendedor secretaria técnico especializado profesor,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,H 25-29,11,Regiones,Sur,C3,Medio,C3,0.296896696
345,Quilicura,Mujer,17,Falta de educación de calidad,empty,Algo violento,Algo violento,Muy violento,Muy violento,Algo violento,Muy violento,Problemas económicos,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Desacuerdo,Acuerdo,Acuerdo,Acuerdo,Acuerdo,Sí,Teleseries,Programas juveniles,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por el lazo emocional con la persona agresora,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,Sí conoce,Sí,Sí,Sí,Sí,Frecuente,Frecuente,Frecuente,Muy frecuente,Frecuente,Frecuente,Poco frecuente,Poco frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Media incompleta,No,Si,Universitaria completa,Ejecutivo medio (sub / gerente) gerente general empresa media o pequeña profesional carrera tradicional,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,M 15-19,13,Santiago,RM,ABC1,Alto,ABC1,0.688101399
346,La Granja,Mujer,26,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Algo violento,Muy violento,Celos,El machismo de la sociedad chilena,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Acuerdo,Acuerdo,Ni de acuerdo ni en desacuerdo,Sí,Teleseries,Programas de reportajes,En desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por considerar que lo que pasó no es tan grave y que las cosas cambiarán,Buscarías ayuda con gente de confianza,Un problema privado que debe ser solucionado por la pareja,Sí conoce,Sí,Sí,Sí,Sí,Muy frecuente,Muy frecuente,Frecuente,Muy frecuente,Muy frecuente,Frecuente,Muy frecuente,Muy frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,Universitaria completa,Si,No,Basica completa,Oficio menor obrero no calificado jornalero servicio doméstico con contrato,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,13,Santiago,RM,D,Bajo,D+E,1.351167675
347,Coyhaique,Hombre,16,Drogadicción,empty,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Muy violento,Alcohol y drogas,El machismo de la sociedad chilena,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,No sabe,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,No sabe,No responde,Desacuerdo,No responde,No responde,Desacuerdo,Desacuerdo,No responde,Programas juveniles,Programas de farándula,No responde,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,No responde,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí,Por miedo,Por vergüenza,Buscarías ayuda con gente de confianza,Un problema social que debe ser solucionado con ayuda de amigos familiares y las instituciones,No conoce,#NULL!,#NULL!,#NULL!,#NULL!,Poco frecuente,Poco frecuente,Muy frecuente,Muy frecuente,Muy frecuente,Frecuente,Frecuente,Frecuente,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,No le ha pasado,Media incompleta,No,Si,Media completa,Obrero calificado capataz junior microempresario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,15-19,H 15-19,11,Regiones,Sur,C3,Medio,C3,0.186129112
348,La Florida,Mujer,27,Falta de educación de calidad,empty,Muy violento,Muy violento,Muy violento,Muy violento,Poco violento,Algo violento,Infidelidad,No sabe,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Algo aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Nada aceptable,Desacuerdo,Desacuerdo,Desacuerdo,Desacuerdo,Acuerdo,Desacuerdo,No,Noticias,Programas juveniles,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,No es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,Sí es para denunciar a Carabineros,No,Por miedo,Por los hijos/as,Buscarías ayuda con gente de confianza,No responde,Sí conoce,No,Sí,No,Sí,Frecuente,Frecuente,Frecuente,Frecuente,No sabe,Frecuente,Frecuente,Frecuente,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,No le ha pasado,No le ha pasado,Sí le ha pasado,Sí le ha pasado,No le ha pasado,Media incompleta,Si,No,Sin educacion,Trabajo menores ocasionales e informales,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,25-29,M 25-29,13,Santiago,RM,E,Bajo,D+E,1.351167675
